idcode,age,race,married,collgrad,south,industry,occupation,union,wage,hours,nevermarried,yrschool,metro,ccity,currexp,prevexp,everworked,uniondues,marriedyrs,unempins,numkids,kidage1,kidage2,kidage3,grade,grade4,wage2,fwt,networth
2655,36,2,0,0,1,3,11,,8.570235,24,1,12,1,0,0,5,1,3,0,51,2,9,8,,12,2,8.57,3,1570.235
2654,35,2,0,0,1,4,6,1,10.59581,38,1,12,1,0,3,10,1,9,0,0,0,,,,12,2,10.6,1,3595.81
2647,40,2,0,0,1,11,8,1,5.982284,60,0,11,1,1,12,0,1,13,0,0,0,,,,11,1,5.98,3,-1017.716
2644,38,2,0,1,1,12,1,0,8.904991,40,1,16,1,1,0,0,0,0,0,0,3,9,7,0,16,4,8.9,2,1904.991
2642,37,2,1,0,1,12,1,0,12.77777,40,0,14,1,0,11,1,1,0,5,0,2,8,2,,14,3,12.78,8,5777.775
2640,32,2,0,1,1,11,2,0,9.355874,48,0,13,1,0,5,7,1,0,0,0,0,,,,13,3,9.36,4,2355.874
2636,34,2,1,0,1,6,1,0,8.05153,50,0,12,1,0,11,1,1,0,0,0,3,6,2,1,12,2,8.05,2,1051.53
2628,27,1,1,0,1,12,3,0,7.745568,40,0,13,1,0,6,5,1,0,4,0,3,19,13,7,13,3,7.75,0,745.5678
2627,28,1,0,0,1,11,3,0,6.191625,40,0,12,1,1,2,3,1,0,0,0,2,7,5,,12,2,6.19,7,-808.3749
2625,44,1,1,0,1,11,3,0,4.025765,20,0,12,1,0,2,9,1,0,10,154,0,,,,12,2,4.03,9,-2974.235
2624,34,2,0,0,1,9,6,1,3.808373,40,1,8,1,1,6,1,1,19,0,0,1,10,,,8,1,3.81,5,-3191.626
2623,41,2,0,0,1,9,6,1,3.301126,40,0,9,1,1,3,8,1,25,0,0,0,,,,9,1,3.3,4,-3698.874
2619,41,1,0,0,0,6,3,0,2.681159,12,0,10,1,1,3,6,1,0,0,183,1,8,,,10,1,2.68,4,-4318.84
2617,27,2,1,1,1,11,1,1,2.520128,40,0,16,1,0,2,3,1,27,2,0,1,13,,,16,4,2.52,6,-4479.872
2615,32,2,0,0,0,7,2,,14.51443,40,1,14,1,1,9,5,1,0,0,0,3,4,2,0,14,3,14.51,9,7514.425
2613,39,2,1,1,1,11,3,,40.74659,38,0,15,1,0,2,9,1,11,5,0,1,9,,,15,3,40.75,0,33746.59
2612,25,2,1,1,1,11,1,,30.33817,53,0,18,1,1,1,7,1,26,7,0,1,14,,,18,4,30.34,6,23338.17
2611,39,2,0,1,1,11,13,1,11.15137,50,0,18,1,1,17,0,1,15,0,0,1,10,,,18,4,11.15,7,4151.368
2610,45,1,1,0,1,11,13,0,5.917873,20,0,13,1,0,0,7,1,0,2,253,3,15,8,1,13,3,5.92,2,-1082.127
2608,37,1,1,1,1,11,1,0,10.4515,20,0,16,1,0,11,4,1,0,11,45,0,,,,16,4,10.45,8,3451.505
2607,44,1,1,0,1,12,1,0,6.964568,40,0,12,0,0,3,12,1,0,8,0,2,14,11,,12,2,6.96,2,-35.43186
2606,43,1,1,0,0,11,3,1,3.961351,25,0,12,1,1,,,1,21,6,65,0,,,,12,2,3.96,3,-3038.649
2605,40,1,0,0,1,9,3,,4.180602,40,0,14,0,0,0,11,1,26,0,0,1,18,,,14,3,4.18,9,-2819.398
2598,27,2,0,0,1,7,2,0,7.552333,40,0,14,1,1,6,5,1,0,0,0,1,13,,,14,3,7.55,2,552.3334
2597,37,2,1,0,1,11,3,0,6.441224,32,0,12,1,1,7,8,1,0,2,0,3,2,2,0,12,2,6.44,4,-558.7759
2596,36,2,1,0,1,11,3,1,6.400963,40,0,12,1,1,17,0,1,24,8,0,3,13,11,7,12,2,6.4,7,-599.0367
2594,42,1,1,0,1,6,2,0,5.233495,20,0,10,1,0,2,11,1,0,10,72,1,9,,,10,1,5.23,8,-1766.505
2593,41,1,1,0,0,6,3,0,4.025765,40,0,12,0,0,0,19,1,0,2,0,2,7,7,,12,2,4.03,5,-2974.235
2590,45,1,0,0,1,4,6,0,3.301126,40,0,10,1,1,2,2,1,0,0,0,2,5,4,,10,1,3.3,4,-3698.874
2586,40,2,0,1,1,12,1,0,13.26892,35,0,17,1,1,3,15,1,0,0,0,2,10,9,,17,4,13.27,7,6268.916
2583,40,1,0,0,1,6,2,,2.875546,,0,12,1,1,1,7,1,3,0,0,2,6,6,,12,2,2.88,2,-4124.454
2582,40,1,1,0,1,6,3,0,4.830918,40,0,12,1,0,2,6,1,0,0,0,0,,,,12,2,4.83,9,-2169.082
2580,45,1,1,0,1,6,3,0,5.748792,35,0,11,1,0,0,4,1,0,4,0,3,11,11,6,11,1,5.75,4,-1251.208
2579,32,2,0,1,1,12,1,0,19.74234,40,1,18,1,1,7,4,1,0,0,0,1,10,,,18,4,19.74,0,12742.34
2575,40,2,0,0,1,3,6,1,6.078904,40,0,8,1,1,3,0,1,9,0,0,1,7,,,7,1,6.08,8,-921.0958
2571,40,1,0,1,1,11,1,0,24.00161,40,0,18,1,1,5,6,1,0,0,258,2,11,4,,18,4,24,2,17001.61
2569,43,2,0,1,1,12,1,1,8.075683,35,0,16,1,1,3,4,1,2,0,0,3,14,7,5,16,4,8.08,0,1075.683
2564,45,1,0,1,1,6,1,,12.54181,36,1,18,1,0,0,18,1,15,0,0,0,,,,18,4,12.54,5,5541.805
2560,36,2,1,0,1,12,3,1,5.805152,40,0,12,1,1,2,14,1,24,7,0,0,,,,12,2,5.81,7,-1194.848
2559,41,2,1,0,1,5,3,1,9.645729,40,0,13,1,1,18,0,1,2,2,0,2,5,2,,13,3,9.65,5,2645.729
2557,34,1,1,0,1,11,3,0,5.579708,40,0,12,1,0,3,2,1,0,2,0,2,20,14,,12,2,5.58,7,-1420.292
2556,37,2,1,0,1,11,3,0,4.259257,40,0,12,1,0,5,7,1,0,0,0,2,11,8,,12,2,4.26,7,-2740.743
2555,40,2,0,1,0,11,3,0,10.06441,35,0,16,1,1,14,2,1,0,0,0,0,,,,16,4,10.06,5,3064.413
2554,39,2,1,1,0,4,1,,40.19808,40,0,16,1,0,10,5,1,26,4,0,1,8,,,16,4,40.2,1,33198.08
2552,38,2,1,1,1,12,3,1,10.45088,40,0,17,1,1,8,8,1,15,10,0,1,11,,,17,4,10.45,0,3450.882
2548,35,1,1,1,1,7,2,0,17.41545,40,0,16,1,1,7,8,1,0,1,0,2,9,8,,16,4,17.42,5,10415.45
2546,33,1,1,1,1,1,9,0,8.05153,40,0,16,0,0,9,4,1,0,11,0,1,11,,,16,4,8.05,3,1051.53
2545,21,1,1,0,0,4,2,,32.15846,50,0,13,1,0,1,5,1,18,0,0,3,4,4,4,13,3,32.16,3,25158.46
2544,36,1,1,0,1,4,3,,4.827484,40,0,15,1,1,6,9,1,23,2,0,1,15,,,15,3,4.83,8,-2172.516
2541,42,1,0,1,0,11,3,0,15.48309,45,0,18,1,0,5,9,1,27,0,0,2,13,6,,18,4,15.48,2,8483.091
2538,37,1,1,1,0,11,13,0,8.365539,60,0,18,1,0,3,12,1,0,6,0,0,,,,18,4,8.37,6,1365.539
2537,36,1,1,0,1,7,3,,4.827484,40,0,12,1,1,2,14,1,28,7,0,1,10,,,12,2,4.83,0,-2172.516
2535,35,1,0,0,1,8,2,,3.718949,50,0,12,1,1,3,7,1,20,0,0,0,,,,12,2,3.72,0,-3281.051
2532,35,1,1,0,1,7,3,,6.229095,35,0,8,1,0,1,11,1,28,6,0,0,,,,8,1,6.23,7,-770.905
2529,38,1,1,0,1,6,4,,4.180602,60,0,11,1,0,1,11,1,29,5,0,0,,,,11,1,4.18,1,-2819.398
2528,41,2,0,0,1,8,3,0,4.289296,40,0,15,1,1,2,10,1,0,0,0,0,,,,15,3,4.29,1,-2710.704
2526,38,2,0,1,1,11,13,1,10.22544,40,1,18,1,1,16,0,1,8,0,0,3,14,13,6,18,4,10.23,9,3225.44
2523,35,2,1,1,1,7,1,0,6.038648,40,0,16,1,0,2,13,1,0,3,0,0,,,,16,4,6.04,2,-961.3524
2522,39,2,0,1,1,6,3,0,2.898549,35,0,16,1,1,2,12,1,0,0,0,3,7,3,1,16,4,2.9,4,-4101.451
2520,36,1,0,0,1,11,3,,3.762542,20,0,14,1,1,0,9,1,29,0,188,2,8,7,,14,3,3.76,7,-3237.458
2518,36,1,1,0,1,7,3,0,7.439612,15,0,12,1,0,4,7,1,0,2,65,3,10,8,3,12,2,7.44,7,439.6124
2517,45,2,0,0,1,6,3,0,6.441224,40,1,14,1,1,4,14,1,0,0,0,3,8,5,3,14,3,6.44,1,-558.7759
2514,28,1,1,0,1,5,3,0,8.132044,40,0,12,1,1,7,2,1,0,3,0,1,14,,,12,2,8.13,9,1132.044
2510,37,1,1,0,1,4,11,1,4.849998,40,0,11,0,0,6,2,1,2,2,0,3,10,8,6,11,1,4.85,1,-2150.001
2506,41,1,1,0,0,5,5,0,11.61835,40,0,12,1,0,1,16,1,0,11,0,2,12,9,,12,2,11.62,0,4618.352
2504,37,1,0,0,1,3,3,0,8.260865,45,0,13,1,1,7,10,1,0,0,0,3,9,8,6,13,3,8.26,1,1260.865
2503,37,1,1,0,1,7,3,0,6.843801,35,0,12,1,0,0,15,1,0,0,0,3,8,4,4,12,2,6.84,2,-156.1995
2494,36,2,0,0,1,6,3,,3.553512,40,0,12,1,1,1,1,1,4,0,0,1,11,,,12,2,3.55,3,-3446.488
2491,36,2,0,0,1,11,3,1,7.318838,40,0,12,1,0,3,14,1,8,0,0,2,9,9,,12,2,7.32,6,318.8381
2487,36,2,0,0,1,11,3,0,7.107024,40,0,12,1,0,0,14,1,0,0,0,0,,,,12,2,7.11,4,107.0237
2486,43,2,1,0,1,12,3,1,11.07085,40,0,9,1,1,10,9,1,8,4,0,0,,,,9,1,11.07,2,4070.854
2484,43,2,0,0,1,11,8,0,5.022486,20,1,12,1,1,1,4,1,0,0,227,2,10,7,,12,2,5.02,8,-1977.514
2480,45,1,1,0,1,10,2,0,10.32206,45,0,12,1,1,3,16,1,0,11,0,3,15,8,3,12,2,10.32,9,3322.06
2479,37,2,1,0,1,11,1,1,15.09662,40,0,15,1,0,11,8,1,17,11,0,0,,,,15,3,15.1,8,8096.62
2476,31,2,1,0,1,7,2,1,7.745568,38,0,12,1,1,3,10,1,17,1,0,2,5,2,,12,2,7.75,4,745.5678
2469,31,2,1,0,0,12,3,,10.4515,40,0,12,1,0,11,1,1,4,10,0,2,13,9,,12,2,10.45,2,3451.505
2466,37,1,1,1,1,11,13,0,6.191625,20,0,16,1,1,3,6,1,0,9,116,0,,,,16,4,6.19,0,-808.3749
2461,37,2,0,0,1,6,6,0,3.260869,18,0,8,1,1,12,3,1,0,0,131,3,3,3,3,4,1,3.26,0,-3739.131
2458,40,2,1,1,1,7,3,0,6.191625,30,0,16,1,1,4,1,1,0,6,8,0,,,,16,4,6.19,4,-808.3749
2457,32,2,1,0,1,9,7,0,2.012882,3,0,12,1,1,3,0,1,0,2,37,1,6,,,12,2,2.01,3,-4987.118
2454,37,2,1,0,1,5,3,1,9.259259,40,0,12,1,1,16,0,1,21,8,0,1,11,,,12,2,9.26,0,2259.259
2453,40,2,0,0,1,4,1,0,7.801928,40,0,14,1,0,2,10,1,0,0,0,3,9,5,0,14,3,7.8,4,801.928
2450,24,1,1,0,0,7,2,0,5.563607,47,0,13,0,0,2,4,1,0,4,0,3,15,9,5,13,3,5.56,5,-1436.393
2449,36,1,1,0,0,11,2,1,4.508855,35,0,12,1,1,2,0,1,15,11,0,3,9,4,2,12,2,4.51,2,-2491.145
2448,37,1,1,0,1,7,3,0,5.032206,40,0,11,1,1,1,7,1,0,2,0,1,13,,,11,1,5.03,9,-1967.794
2446,35,1,1,0,1,11,8,,3.446084,15,0,12,1,0,0,2,1,14,3,105,2,15,12,,12,2,3.45,4,-3553.916
2445,38,1,0,0,1,4,3,0,4.830918,40,0,12,1,0,2,3,1,0,0,0,1,10,,,12,2,4.83,0,-2169.082
2443,40,1,1,0,1,11,3,0,5.475039,35,0,12,1,0,2,4,1,0,11,0,2,16,9,,12,2,5.48,5,-1524.961
2442,40,1,1,0,1,7,3,0,8.856684,32,0,12,1,0,3,7,1,0,8,0,0,,,,12,2,8.86,1,1856.684
2439,35,2,0,0,1,11,8,0,5.032206,40,1,11,1,1,16,0,1,0,0,0,1,11,,,11,1,5.03,8,-1967.794
2434,41,2,0,0,1,11,8,,3.083194,40,0,10,1,1,1,14,1,4,0,0,3,6,4,0,10,1,3.08,5,-3916.806
2432,27,1,1,1,1,7,4,0,15.48309,50,0,17,1,1,1,8,1,0,6,0,3,13,9,6,17,4,15.48,9,8483.091
2431,34,2,1,1,0,11,13,1,11.6103,40,0,18,1,0,2,8,1,24,0,0,3,10,6,6,18,4,11.61,4,4610.305
2430,41,2,1,0,0,5,6,0,8.05153,20,0,15,1,1,0,7,1,0,11,294,2,9,8,,15,3,8.05,5,1051.53
2428,37,2,0,1,1,11,13,1,5.225441,40,0,16,1,1,1,15,1,14,0,0,1,13,,,16,4,5.23,1,-1774.559
2427,35,2,1,1,1,11,13,1,9.758451,40,0,17,1,0,9,5,1,3,9,0,2,5,3,,17,4,9.76,4,2758.45
2422,39,2,0,0,1,12,3,0,4.887279,35,1,12,1,1,8,6,1,0,0,0,2,8,7,,12,2,4.89,2,-2112.721
2419,40,1,1,0,1,7,3,0,14.59742,40,0,12,1,0,16,1,1,0,6,0,0,,,,12,2,14.6,2,7597.416
2418,36,2,0,0,1,5,3,0,10.83736,40,0,12,1,1,7,8,1,0,0,0,1,17,,,12,2,10.84,4,3837.357
2415,35,1,1,0,1,7,3,0,7.906601,40,0,12,1,1,2,14,1,0,9,0,1,11,,,12,2,7.91,9,906.601
2412,41,2,1,0,1,6,8,0,4.227053,40,0,10,1,1,1,17,1,0,7,0,0,,,,10,1,4.23,3,-2772.947
2411,45,2,0,0,1,11,8,1,4.62963,40,0,8,1,1,8,6,1,12,0,0,2,14,7,,6,1,4.63,0,-2370.37
2400,36,2,1,0,1,11,8,0,5.708532,38,0,13,1,1,4,10,1,0,7,0,0,,,,13,3,5.71,1,-1291.468
2396,40,2,0,0,0,4,6,1,8.856684,40,0,12,1,0,3,14,1,28,0,0,2,6,3,,12,2,8.86,3,1856.684
2394,26,2,0,0,1,8,8,0,3.542671,40,0,8,1,1,0,7,1,0,0,0,2,11,9,,8,1,3.54,0,-3457.329
2393,32,2,1,0,0,8,3,1,11.71497,37,0,13,1,0,8,7,1,29,10,0,3,9,7,5,13,3,11.71,5,4714.972
2392,38,2,1,1,1,11,13,0,10.06441,40,0,17,1,1,17,0,1,0,3,0,2,16,11,,17,4,10.06,5,3064.413
2391,44,2,1,0,1,8,8,0,2.769725,36,0,10,1,1,3,13,1,0,8,0,0,,,,10,1,2.77,4,-4230.275
2390,35,2,0,0,0,7,3,0,7.037035,40,1,13,1,0,14,0,1,0,0,0,2,6,5,,13,3,7.04,3,37.03547
2388,36,2,1,0,0,7,3,0,5.032206,40,0,13,1,1,4,8,1,0,10,0,2,15,13,,13,3,5.03,8,-1967.794
2387,40,1,1,1,0,11,13,0,9.637676,45,0,18,1,0,14,0,1,0,10,0,0,,,,18,4,9.64,0,2637.676
2385,41,2,0,0,0,9,1,,2.896181,50,0,14,1,0,1,6,1,29,0,0,1,5,,,14,3,2.9,3,-4103.819
2384,39,2,1,1,0,11,1,0,7.826082,38,0,14,1,0,9,5,1,0,9,0,2,8,5,,14,3,7.83,7,826.0817
2381,43,2,1,0,0,11,8,0,3.553512,35,0,10,1,0,8,4,1,0,0,0,1,10,,,10,1,3.55,1,-3446.488
2379,31,2,0,0,0,6,8,,3.019324,40,0,12,1,0,3,11,1,22,0,0,1,11,,,12,2,3.02,0,-3980.676
2377,37,2,0,0,0,11,8,,5.225752,40,0,12,1,1,2,8,1,29,0,0,0,,,,12,2,5.23,1,-1774.248
2375,30,1,1,0,1,9,8,0,6.352657,38,0,11,1,0,8,7,1,0,2,84,0,,,,11,1,6.35,3,-647.3431
2373,35,1,1,0,0,6,2,0,5.837359,40,0,12,1,0,0,14,1,0,9,0,1,14,,,12,2,5.84,0,-1162.641
2372,42,1,1,0,1,11,1,0,9.677936,40,0,14,1,0,7,10,1,0,10,0,0,,,,14,3,9.68,3,2677.936
2371,41,1,1,1,0,11,8,,6.270903,45,0,16,1,0,0,2,1,17,0,0,1,9,,,16,4,6.27,9,-729.0974
2370,27,1,1,0,0,11,3,0,7.962963,35,0,11,1,0,0,7,1,0,9,0,3,13,12,5,11,1,7.96,1,962.9631
2368,24,1,1,0,1,11,3,,8.593085,45,0,13,1,1,1,5,1,27,5,0,3,9,7,6,13,3,8.59,0,1593.085
2367,38,1,0,1,1,12,1,0,15.44283,40,0,16,1,0,1,12,1,0,0,0,3,8,3,0,16,4,15.44,7,8442.828
2365,35,1,1,1,0,11,8,,4.648688,5,0,16,1,0,1,11,1,7,10,188,3,7,6,5,16,4,4.65,0,-2351.312
2363,35,1,1,0,0,7,2,,40.19808,40,0,14,1,0,10,6,1,25,6,0,3,10,9,6,14,3,40.2,3,33198.08
2360,36,1,0,0,1,4,6,,5.016723,40,0,12,0,0,1,7,1,3,0,0,0,,,,12,2,5.02,3,-1983.277
2356,41,1,1,1,0,7,3,0,9.677936,40,0,16,1,0,1,6,1,0,2,0,2,5,2,,16,4,9.68,1,2677.936
2353,36,1,1,1,0,11,13,,4.634385,10,0,16,1,0,2,7,1,7,8,263,3,14,9,6,16,4,4.63,0,-2365.615
2348,39,2,1,1,0,11,1,1,14.64572,37,0,18,1,1,7,9,1,13,6,0,1,13,,,18,4,14.65,1,7645.722
2344,28,1,1,0,1,11,3,0,6.199676,45,0,14,1,1,1,9,1,0,1,0,2,9,9,,14,3,6.2,7,-800.3245
2343,29,1,0,0,0,6,2,0,3.574878,45,0,12,1,0,1,3,1,0,0,0,1,15,,,12,2,3.57,3,-3425.122
2342,43,1,1,0,0,10,6,1,7.165856,40,0,9,1,0,4,9,1,17,9,0,1,10,,,9,1,7.17,2,165.8564
2341,29,2,1,1,0,5,1,1,250000,40,0,16,1,1,3,6,1,6,6,0,2,9,6,,16,4,10.05,9,3048.305
2340,41,2,0,0,1,9,7,,6.270903,20,0,12,1,1,0,10,1,10,0,279,3,7,5,4,12,2,6.27,4,-729.0974
2338,33,1,1,0,1,7,3,0,5.233495,40,0,12,1,0,2,6,1,0,5,0,2,7,5,,12,2,5.23,9,-1766.505
2336,29,2,0,0,0,4,6,0,6.280193,40,0,12,1,1,6,5,1,0,0,0,3,5,4,2,12,2,6.28,2,-719.8071
2335,36,2,0,0,0,6,3,0,5.032206,44,1,12,1,1,2,8,1,0,0,0,2,19,13,,12,2,5.03,0,-1967.794
2334,38,2,0,0,0,12,3,0,8.357487,40,1,13,1,1,3,15,1,0,0,0,3,16,10,7,13,3,8.36,2,1357.487
2333,43,2,0,0,0,9,6,,4.025765,40,0,8,1,1,4,0,1,8,0,0,2,19,12,,6,1,4.03,8,-2974.235
2328,31,1,0,0,0,6,2,0,5.249595,48,0,11,1,0,7,4,1,0,0,0,1,9,,,11,1,5.25,7,-1750.405
2327,29,1,0,0,0,2,3,,5.016723,40,1,12,1,1,5,7,1,28,0,0,3,4,4,3,12,2,5.02,1,-1983.277
2323,41,1,0,0,0,11,2,0,16.25603,40,0,15,1,0,11,7,1,0,0,0,3,7,3,0,15,3,16.26,9,9256.029
2321,36,2,1,0,1,12,3,0,5.829306,40,0,14,1,0,1,4,1,0,8,0,1,10,,,14,3,5.83,5,-1170.694
2320,39,1,1,1,1,6,3,0,3.824476,30,0,16,1,0,3,3,1,0,7,152,0,,,,16,4,3.82,0,-3175.523
2319,22,1,0,0,1,12,3,0,6.441224,40,0,14,0,0,1,6,1,0,0,0,2,13,8,,14,3,6.44,0,-558.7759
2303,34,1,0,0,0,11,8,,3.019324,40,0,8,1,1,0,8,1,15,0,0,3,3,2,0,7,1,3.02,7,-3980.676
2302,30,1,0,0,0,11,8,,4.661833,30,0,12,1,1,3,1,1,28,0,209,2,17,12,,12,2,4.66,9,-2338.167
2299,43,1,1,0,0,11,1,0,12.88245,2,0,12,1,1,5,11,1,0,11,112,1,6,,,12,2,12.88,5,5882.448
2294,44,1,0,1,1,12,1,0,8.719802,40,0,17,1,1,18,0,1,0,0,0,2,13,8,,17,4,8.72,6,1719.802
2292,36,1,1,0,0,11,8,1,3.784217,15,0,12,1,1,5,9,1,19,11,299,3,11,10,4,12,2,3.78,1,-3215.783
2291,42,1,1,0,0,7,3,0,3.768113,39,0,12,0,0,4,10,1,0,6,0,0,,,,12,2,3.77,9,-3231.887
2286,35,1,1,0,0,11,1,0,5.418679,20,0,13,1,0,3,1,1,0,6,197,1,7,,,13,3,5.42,0,-1581.321
2285,36,1,1,1,0,7,8,,1.501798,15,0,16,1,0,0,9,1,18,1,11,1,10,,,16,4,1.5,2,-5498.202
2284,39,1,1,0,0,6,6,,3.344482,40,0,10,0,0,0,9,1,26,8,0,0,,,,10,1,3.34,1,-3655.518
2280,39,1,1,0,0,11,3,0,7.616746,40,0,12,0,0,15,5,1,0,11,0,1,14,,,12,2,7.62,6,616.746
2279,38,1,1,0,0,4,2,0,10.781,40,0,12,1,0,10,9,1,0,10,0,2,14,11,,12,2,10.78,1,3780.999
2278,33,1,0,0,0,6,3,0,5.595811,45,0,12,0,0,8,4,1,0,0,0,3,11,8,6,12,2,5.6,3,-1404.189
2275,24,1,1,0,0,4,5,0,10.21739,40,0,12,1,0,5,4,1,0,8,0,0,,,,12,2,10.22,8,3217.388
2272,35,1,1,0,0,11,3,0,5.579708,15,0,12,0,0,2,4,1,0,1,79,1,16,,,12,2,5.58,7,-1420.292
2271,36,1,1,0,0,3,3,,4.096988,24,0,12,0,0,4,11,1,9,0,230,0,,,,12,2,4.1,7,-2903.012
2267,35,1,1,1,0,11,2,0,25.33815,55,0,16,1,1,2,13,1,0,7,0,3,13,12,5,16,4,25.34,1,18338.15
2266,36,1,0,1,0,9,,0,4.307567,40,1,18,1,1,0,9,1,0,0,0,2,12,7,,18,4,4.31,3,-2692.433
2265,44,1,1,0,1,11,8,0,3.180353,21,0,13,0,0,2,12,1,0,6,0,0,,,,13,3,3.18,3,-3819.646
2262,38,1,1,0,0,12,3,1,5.273752,40,0,12,0,0,5,8,1,10,5,0,1,14,,,12,2,5.27,6,-1726.248
2260,33,1,1,0,0,11,8,,2.801002,40,0,10,0,0,2,1,1,27,11,0,2,10,9,,10,1,2.8,3,-4198.998
2257,25,1,1,0,0,11,3,0,9.138485,50,0,13,0,0,2,2,1,0,10,0,0,,,,13,3,9.14,1,2138.485
2256,35,1,1,1,1,11,1,,11.48517,70,0,18,1,1,2,11,1,3,4,0,0,,,,18,4,11.49,3,4485.168
2255,36,1,1,0,0,9,8,,4.180602,30,0,12,0,0,1,7,1,26,3,213,3,10,6,0,12,2,4.18,9,-2819.398
2254,36,1,0,0,0,7,3,,4.648688,40,0,13,0,0,2,15,1,23,0,0,0,,,,13,3,4.65,8,-2351.312
2252,37,1,1,1,0,11,1,,9.949827,16,0,16,0,0,1,14,1,12,5,188,2,12,10,,16,4,9.95,7,2949.827
2251,40,1,0,1,0,11,1,,12.61705,75,1,16,1,1,11,6,1,12,0,0,0,,,,16,4,12.62,9,5617.055
2249,40,1,1,1,0,11,2,,35.73162,45,0,16,1,0,2,12,1,22,10,0,1,8,,,16,4,35.73,0,28731.62
2244,44,1,1,0,0,6,3,,2.962962,40,0,11,0,0,3,9,1,10,4,0,2,6,3,,11,1,2.96,3,-4037.038
2242,30,1,1,0,0,11,3,,3.310275,35,0,12,1,0,0,10,1,2,0,0,1,8,,,12,2,3.31,3,-3689.725
2241,34,1,0,0,0,7,3,1,7.342991,38,0,13,1,0,12,2,1,3,0,0,2,2,2,,13,3,7.34,9,342.9914
2238,43,1,1,1,1,10,4,,4.180602,35,0,17,1,0,1,8,1,5,11,0,1,6,,,17,4,4.18,2,-2819.398
2237,30,1,1,0,0,4,5,0,15.29791,40,0,12,1,0,14,0,1,0,6,0,3,8,5,1,12,2,15.3,1,8297.906
2235,35,1,0,1,0,11,13,1,7.568433,45,0,17,1,1,3,3,1,11,0,0,0,,,,17,4,7.57,5,568.4333
2232,38,1,0,0,0,11,1,0,7.914649,40,1,14,1,1,19,0,1,0,0,0,2,13,8,,14,3,7.91,6,914.649
2231,25,1,1,0,0,6,4,0,8.904991,40,0,12,1,0,5,1,1,0,0,0,0,,,,12,2,8.9,4,1904.991
2230,34,1,1,0,0,12,2,,5.828724,40,0,12,1,1,3,10,1,13,10,0,0,,,,12,2,5.83,2,-1171.276
2229,35,1,0,1,0,12,1,0,6.610305,45,1,16,1,0,1,11,1,0,0,0,3,13,9,7,16,4,6.61,7,-389.6952
2228,30,1,1,0,0,4,3,0,5.032206,40,0,14,1,0,13,0,1,0,3,0,0,,,,14,3,5.03,0,-1967.794
2227,41,1,1,0,0,4,3,1,9.251205,40,0,12,1,0,22,0,1,26,8,0,2,6,3,,12,2,9.25,8,2251.206
2226,35,1,1,0,0,6,4,0,4.830918,50,0,12,1,0,4,10,1,0,9,0,2,15,8,,12,2,4.83,8,-2169.082
2224,36,1,1,0,0,11,1,0,9.259259,40,0,15,1,0,11,6,1,0,8,0,0,,,,15,3,9.26,3,2259.259
2223,29,1,0,0,0,11,2,0,5.805152,40,0,12,1,0,6,4,1,0,0,0,0,,,,12,2,5.81,3,-1194.848
2222,44,1,1,0,0,6,4,0,3.341383,30,0,12,0,0,2,7,1,0,10,210,3,3,2,2,12,2,3.34,3,-3658.617
2221,43,1,0,0,1,6,2,0,3.357486,66,0,8,1,0,0,16,1,0,0,0,0,,,,8,1,3.36,7,-3642.513
2218,39,1,0,0,0,4,3,0,7.914649,40,0,12,0,0,0,0,0,0,0,0,1,9,,,12,2,7.91,9,914.649
2212,35,1,1,0,0,11,3,0,4.58937,25,0,12,0,0,3,4,1,0,0,48,2,16,10,,12,2,4.59,0,-2410.63
2211,38,1,1,1,0,11,3,1,5.152977,39,0,16,1,1,5,4,1,20,8,0,2,17,10,,16,4,5.15,9,-1847.023
2209,41,1,0,1,1,11,13,0,6.634459,35,0,18,1,0,4,6,1,0,0,0,0,,,,18,4,6.63,0,-365.541
2207,38,1,1,0,0,4,6,0,5.507244,40,0,12,0,0,10,7,1,0,6,0,3,8,4,1,12,2,5.51,5,-1492.756
2206,35,1,1,0,0,8,3,0,8.34138,38,0,12,1,1,0,12,1,0,7,0,0,,,,12,2,8.34,7,1341.38
2204,30,1,1,0,0,11,3,0,8.615135,40,0,12,1,0,15,0,1,0,8,0,0,,,,12,2,8.62,1,1615.135
2202,35,1,1,0,0,11,1,0,6.191625,40,0,12,1,1,7,7,1,0,9,0,1,13,,,12,2,6.19,2,-808.3749
2197,37,1,1,0,0,11,1,1,6.247986,40,0,12,0,0,21,4,1,27,2,0,3,12,7,2,12,2,6.25,6,-752.0142
2196,37,1,0,0,0,4,3,0,6.481478,45,0,12,0,0,4,9,1,0,0,0,3,13,13,6,12,2,6.48,3,-518.5218
2193,28,1,0,0,0,4,6,0,6.843801,50,0,12,1,0,4,5,1,0,0,0,2,9,5,,12,2,6.84,6,-156.1995
2192,22,1,1,0,0,12,1,0,4.830918,38,0,13,1,0,0,7,1,0,5,0,0,,,,13,3,4.83,0,-2169.082
2189,26,1,1,0,0,11,1,,6.638795,4,0,12,1,0,3,6,1,1,10,211,0,,,,12,2,6.64,4,-361.2046
2188,36,1,1,0,0,5,3,0,17.77777,40,0,13,0,0,0,16,1,0,9,0,2,15,9,,13,3,17.78,5,10777.77
2187,34,1,1,0,0,10,8,,2.801002,29,0,12,0,0,0,1,1,6,6,254,0,,,,12,2,2.8,1,-4198.998
2186,38,1,1,0,0,12,1,0,8.687595,40,0,12,1,1,10,9,1,0,3,0,0,,,,12,2,8.69,6,1687.595
